Frame,Speed,acc,Steer,Throttle,Brake,Left Line X,Left Line Y,Right Line X,Right Line Y,Lead Speed,Lead x Dist,Lead y Dist,Relatve Distance
187,0.0,1,0.0,0.0,0.0,"[0.0, 0.1875, 0.75, 1.6875, 3.0, 4.6875, 6.75, 9.1875, 12.0, 15.1875, 18.75, 22.6875, 27.0, 31.6875, 36.75, 42.1875, 48.0, 54.1875, 60.75, 67.6875, 75.0, 82.6875, 90.75, 99.1875, 108.0, 117.1875, 126.75, 136.6875, 147.0, 157.6875, 168.75, 180.1875, 192.0]","[-1.63048255443573, -1.6281471252441406, -1.6290353536605835, -1.631176471710205, -1.6320595741271973, -1.6317741870880127, -1.636513590812683, -1.6304787397384644, -1.6352530717849731, -1.6194955110549927, -1.6262565851211548, -1.6208986043930054, -1.6500153541564941, -1.6856842041015625, -1.7417072057724, -1.816529631614685, -1.9126864671707153, -1.9705501794815063, -2.1026976108551025, -2.240936279296875, -2.342665672302246, -2.49436354637146, -2.6181888580322266, -2.724186897277832, -2.818094253540039, -2.937723159790039, -2.982347249984741, -3.2226409912109375, -3.3477866649627686, -3.2965803146362305, -3.5637893676757812, -3.592928886413574, -3.7166786193847656]","[0.0, 0.1875, 0.75, 1.6875, 3.0, 4.6875, 6.75, 9.1875, 12.0, 15.1875, 18.75, 22.6875, 27.0, 31.6875, 36.75, 42.1875, 48.0, 54.1875, 60.75, 67.6875, 75.0, 82.6875, 90.75, 99.1875, 108.0, 117.1875, 126.75, 136.6875, 147.0, 157.6875, 168.75, 180.1875, 192.0]","[1.5714073181152344, 1.5712831020355225, 1.576209306716919, 1.5834099054336548, 1.573058009147644, 1.5627415180206299, 1.5297209024429321, 1.5187393426895142, 1.4994487762451172, 1.4944411516189575, 1.4636502265930176, 1.4333072900772095, 1.4641813039779663, 1.424460768699646, 1.362051248550415, 1.3782455921173096, 1.4229514598846436, 1.3099570274353027, 1.2138423919677734, 1.2830722332000732, 0.966148853302002, 0.9521806240081787, 1.343492865562439, 0.9047081470489502, 0.6423995494842529, 1.0081698894500732, 0.7575879693031311, 0.8274660110473633, -0.041233062744140625, -0.2101902961730957, 0.8090014457702637, 0.23714256286621094, -0.6252048015594482]",17.327667236328125,116.98531341552734,-0.2598119080066681,116.98560192244473
188,0.0,1,0.0,0.0,0.0,"[0.0, 0.1875, 0.75, 1.6875, 3.0, 4.6875, 6.75, 9.1875, 12.0, 15.1875, 18.75, 22.6875, 27.0, 31.6875, 36.75, 42.1875, 48.0, 54.1875, 60.75, 67.6875, 75.0, 82.6875, 90.75, 99.1875, 108.0, 117.1875, 126.75, 136.6875, 147.0, 157.6875, 168.75, 180.1875, 192.0]","[-1.63048255443573, -1.6281471252441406, -1.6290353536605835, -1.631176471710205, -1.6320595741271973, -1.6317741870880127, -1.636513590812683, -1.6304787397384644, -1.6352530717849731, -1.6194955110549927, -1.6262565851211548, -1.6208986043930054, -1.6500153541564941, -1.6856842041015625, -1.7417072057724, -1.816529631614685, -1.9126864671707153, -1.9705501794815063, -2.1026976108551025, -2.240936279296875, -2.342665672302246, -2.49436354637146, -2.6181888580322266, -2.724186897277832, -2.818094253540039, -2.937723159790039, -2.982347249984741, -3.2226409912109375, -3.3477866649627686, -3.2965803146362305, -3.5637893676757812, -3.592928886413574, -3.7166786193847656]","[0.0, 0.1875, 0.75, 1.6875, 3.0, 4.6875, 6.75, 9.1875, 12.0, 15.1875, 18.75, 22.6875, 27.0, 31.6875, 36.75, 42.1875, 48.0, 54.1875, 60.75, 67.6875, 75.0, 82.6875, 90.75, 99.1875, 108.0, 117.1875, 126.75, 136.6875, 147.0, 157.6875, 168.75, 180.1875, 192.0]","[1.5714073181152344, 1.5712831020355225, 1.576209306716919, 1.5834099054336548, 1.573058009147644, 1.5627415180206299, 1.5297209024429321, 1.5187393426895142, 1.4994487762451172, 1.4944411516189575, 1.4636502265930176, 1.4333072900772095, 1.4641813039779663, 1.424460768699646, 1.362051248550415, 1.3782455921173096, 1.4229514598846436, 1.3099570274353027, 1.2138423919677734, 1.2830722332000732, 0.966148853302002, 0.9521806240081787, 1.343492865562439, 0.9047081470489502, 0.6423995494842529, 1.0081698894500732, 0.7575879693031311, 0.8274660110473633, -0.041233062744140625, -0.2101902961730957, 0.8090014457702637, 0.23714256286621094, -0.6252048015594482]",17.327667236328125,116.98531341552734,-0.2598119080066681,116.98560192244473
189,0.0,1,0.0,0.0,0.0,"[0.0, 0.1875, 0.75, 1.6875, 3.0, 4.6875, 6.75, 9.1875, 12.0, 15.1875, 18.75, 22.6875, 27.0, 31.6875, 36.75, 42.1875, 48.0, 54.1875, 60.75, 67.6875, 75.0, 82.6875, 90.75, 99.1875, 108.0, 117.1875, 126.75, 136.6875, 147.0, 157.6875, 168.75, 180.1875, 192.0]","[-1.6337212324142456, -1.6313917636871338, -1.632278323173523, -1.6344289779663086, -1.6353193521499634, -1.6350336074829102, -1.6397818326950073, -1.6337380409240723, -1.6384884119033813, -1.6226412057876587, -1.6292990446090698, -1.6237452030181885, -1.6526349782943726, -1.6879807710647583, -1.743583083152771, -1.8178749084472656, -1.9133802652359009, -1.9703423976898193, -2.101576566696167, -2.2387118339538574, -2.3390746116638184, -2.4893062114715576, -2.6115305423736572, -2.715686559677124, -2.8075547218322754, -2.9250354766845703, -2.9674031734466553, -3.2053303718566895, -3.3279149532318115, -3.2738914489746094, -3.5383358001708984, -3.5645828247070312, -3.684999465942383]","[0.0, 0.1875, 0.75, 1.6875, 3.0, 4.6875, 6.75, 9.1875, 12.0, 15.1875, 18.75, 22.6875, 27.0, 31.6875, 36.75, 42.1875, 48.0, 54.1875, 60.75, 67.6875, 75.0, 82.6875, 90.75, 99.1875, 108.0, 117.1875, 126.75, 136.6875, 147.0, 157.6875, 168.75, 180.1875, 192.0]","[1.5721408128738403, 1.5720551013946533, 1.577156662940979, 1.5844007730484009, 1.5740694999694824, 1.5637472867965698, 1.5307048559188843, 1.5199403762817383, 1.5007468461990356, 1.4959766864776611, 1.46531343460083, 1.4349366426467896, 1.4664890766143799, 1.4269087314605713, 1.3647836446762085, 1.382041335105896, 1.4275201559066772, 1.3146228790283203, 1.2195701599121094, 1.2899601459503174, 0.973834753036499, 0.9609771370887756, 1.3559831380844116, 0.9158661365509033, 0.6562535762786865, 1.026766300201416, 0.7766932845115662, 0.8495900630950928, -0.01964092254638672, -0.1866922378540039, 0.840153694152832, 0.26697731018066406, -0.5884594917297363]",17.31757354736328,116.40766906738281,-0.27251607179641724,116.40798805370146
190,0.0,1,0.0,0.0,0.0,"[0.0, 0.1875, 0.75, 1.6875, 3.0, 4.6875, 6.75, 9.1875, 12.0, 15.1875, 18.75, 22.6875, 27.0, 31.6875, 36.75, 42.1875, 48.0, 54.1875, 60.75, 67.6875, 75.0, 82.6875, 90.75, 99.1875, 108.0, 117.1875, 126.75, 136.6875, 147.0, 157.6875, 168.75, 180.1875, 192.0]","[-1.6337212324142456, -1.6313917636871338, -1.632278323173523, -1.6344289779663086, -1.6353193521499634, -1.6350336074829102, -1.6397818326950073, -1.6337380409240723, -1.6384884119033813, -1.6226412057876587, -1.6292990446090698, -1.6237452030181885, -1.6526349782943726, -1.6879807710647583, -1.743583083152771, -1.8178749084472656, -1.9133802652359009, -1.9703423976898193, -2.101576566696167, -2.2387118339538574, -2.3390746116638184, -2.4893062114715576, -2.6115305423736572, -2.715686559677124, -2.8075547218322754, -2.9250354766845703, -2.9674031734466553, -3.2053303718566895, -3.3279149532318115, -3.2738914489746094, -3.5383358001708984, -3.5645828247070312, -3.684999465942383]","[0.0, 0.1875, 0.75, 1.6875, 3.0, 4.6875, 6.75, 9.1875, 12.0, 15.1875, 18.75, 22.6875, 27.0, 31.6875, 36.75, 42.1875, 48.0, 54.1875, 60.75, 67.6875, 75.0, 82.6875, 90.75, 99.1875, 108.0, 117.1875, 126.75, 136.6875, 147.0, 157.6875, 168.75, 180.1875, 192.0]","[1.5721408128738403, 1.5720551013946533, 1.577156662940979, 1.5844007730484009, 1.5740694999694824, 1.5637472867965698, 1.5307048559188843, 1.5199403762817383, 1.5007468461990356, 1.4959766864776611, 1.46531343460083, 1.4349366426467896, 1.4664890766143799, 1.4269087314605713, 1.3647836446762085, 1.382041335105896, 1.4275201559066772, 1.3146228790283203, 1.2195701599121094, 1.2899601459503174, 0.973834753036499, 0.9609771370887756, 1.3559831380844116, 0.9158661365509033, 0.6562535762786865, 1.026766300201416, 0.7766932845115662, 0.8495900630950928, -0.01964092254638672, -0.1866922378540039, 0.840153694152832, 0.26697731018066406, -0.5884594917297363]",17.31757354736328,116.40766906738281,-0.27251607179641724,116.40798805370146
191,0.0,1,0.0,0.0,0.0,"[0.0, 0.1875, 0.75, 1.6875, 3.0, 4.6875, 6.75, 9.1875, 12.0, 15.1875, 18.75, 22.6875, 27.0, 31.6875, 36.75, 42.1875, 48.0, 54.1875, 60.75, 67.6875, 75.0, 82.6875, 90.75, 99.1875, 108.0, 117.1875, 126.75, 136.6875, 147.0, 157.6875, 168.75, 180.1875, 192.0]","[-1.6337212324142456, -1.6313917636871338, -1.632278323173523, -1.6344289779663086, -1.6353193521499634, -1.6350336074829102, -1.6397818326950073, -1.6337380409240723, -1.6384884119033813, -1.6226412057876587, -1.6292990446090698, -1.6237452030181885, -1.6526349782943726, -1.6879807710647583, -1.743583083152771, -1.8178749084472656, -1.9133802652359009, -1.9703423976898193, -2.101576566696167, -2.2387118339538574, -2.3390746116638184, -2.4893062114715576, -2.6115305423736572, -2.715686559677124, -2.8075547218322754, -2.9250354766845703, -2.9674031734466553, -3.2053303718566895, -3.3279149532318115, -3.2738914489746094, -3.5383358001708984, -3.5645828247070312, -3.684999465942383]","[0.0, 0.1875, 0.75, 1.6875, 3.0, 4.6875, 6.75, 9.1875, 12.0, 15.1875, 18.75, 22.6875, 27.0, 31.6875, 36.75, 42.1875, 48.0, 54.1875, 60.75, 67.6875, 75.0, 82.6875, 90.75, 99.1875, 108.0, 117.1875, 126.75, 136.6875, 147.0, 157.6875, 168.75, 180.1875, 192.0]","[1.5721408128738403, 1.5720551013946533, 1.577156662940979, 1.5844007730484009, 1.5740694999694824, 1.5637472867965698, 1.5307048559188843, 1.5199403762817383, 1.5007468461990356, 1.4959766864776611, 1.46531343460083, 1.4349366426467896, 1.4664890766143799, 1.4269087314605713, 1.3647836446762085, 1.382041335105896, 1.4275201559066772, 1.3146228790283203, 1.2195701599121094, 1.2899601459503174, 0.973834753036499, 0.9609771370887756, 1.3559831380844116, 0.9158661365509033, 0.6562535762786865, 1.026766300201416, 0.7766932845115662, 0.8495900630950928, -0.01964092254638672, -0.1866922378540039, 0.840153694152832, 0.26697731018066406, -0.5884594917297363]",17.31757354736328,116.40766906738281,-0.27251607179641724,116.40798805370146
192,0.0,1,0.0,0.0,0.0,"[0.0, 0.1875, 0.75, 1.6875, 3.0, 4.6875, 6.75, 9.1875, 12.0, 15.1875, 18.75, 22.6875, 27.0, 31.6875, 36.75, 42.1875, 48.0, 54.1875, 60.75, 67.6875, 75.0, 82.6875, 90.75, 99.1875, 108.0, 117.1875, 126.75, 136.6875, 147.0, 157.6875, 168.75, 180.1875, 192.0]","[-1.6337212324142456, -1.6313917636871338, -1.632278323173523, -1.6344289779663086, -1.6353193521499634, -1.6350336074829102, -1.6397818326950073, -1.6337380409240723, -1.6384884119033813, -1.6226412057876587, -1.6292990446090698, -1.6237452030181885, -1.6526349782943726, -1.6879807710647583, -1.743583083152771, -1.8178749084472656, -1.9133802652359009, -1.9703423976898193, -2.101576566696167, -2.2387118339538574, -2.3390746116638184, -2.4893062114715576, -2.6115305423736572, -2.715686559677124, -2.8075547218322754, -2.9250354766845703, -2.9674031734466553, -3.2053303718566895, -3.3279149532318115, -3.2738914489746094, -3.5383358001708984, -3.5645828247070312, -3.684999465942383]","[0.0, 0.1875, 0.75, 1.6875, 3.0, 4.6875, 6.75, 9.1875, 12.0, 15.1875, 18.75, 22.6875, 27.0, 31.6875, 36.75, 42.1875, 48.0, 54.1875, 60.75, 67.6875, 75.0, 82.6875, 90.75, 99.1875, 108.0, 117.1875, 126.75, 136.6875, 147.0, 157.6875, 168.75, 180.1875, 192.0]","[1.5721408128738403, 1.5720551013946533, 1.577156662940979, 1.5844007730484009, 1.5740694999694824, 1.5637472867965698, 1.5307048559188843, 1.5199403762817383, 1.5007468461990356, 1.4959766864776611, 1.46531343460083, 1.4349366426467896, 1.4664890766143799, 1.4269087314605713, 1.3647836446762085, 1.382041335105896, 1.4275201559066772, 1.3146228790283203, 1.2195701599121094, 1.2899601459503174, 0.973834753036499, 0.9609771370887756, 1.3559831380844116, 0.9158661365509033, 0.6562535762786865, 1.026766300201416, 0.7766932845115662, 0.8495900630950928, -0.01964092254638672, -0.1866922378540039, 0.840153694152832, 0.26697731018066406, -0.5884594917297363]",17.31757354736328,116.40766906738281,-0.27251607179641724,116.40798805370146
193,0.0,1,0.0,0.0,0.0,"[0.0, 0.1875, 0.75, 1.6875, 3.0, 4.6875, 6.75, 9.1875, 12.0, 15.1875, 18.75, 22.6875, 27.0, 31.6875, 36.75, 42.1875, 48.0, 54.1875, 60.75, 67.6875, 75.0, 82.6875, 90.75, 99.1875, 108.0, 117.1875, 126.75, 136.6875, 147.0, 157.6875, 168.75, 180.1875, 192.0]","[-1.6337212324142456, -1.6313917636871338, -1.632278323173523, -1.6344289779663086, -1.6353193521499634, -1.6350336074829102, -1.6397818326950073, -1.6337380409240723, -1.6384884119033813, -1.6226412057876587, -1.6292990446090698, -1.6237452030181885, -1.6526349782943726, -1.6879807710647583, -1.743583083152771, -1.8178749084472656, -1.9133802652359009, -1.9703423976898193, -2.101576566696167, -2.2387118339538574, -2.3390746116638184, -2.4893062114715576, -2.6115305423736572, -2.715686559677124, -2.8075547218322754, -2.9250354766845703, -2.9674031734466553, -3.2053303718566895, -3.3279149532318115, -3.2738914489746094, -3.5383358001708984, -3.5645828247070312, -3.684999465942383]","[0.0, 0.1875, 0.75, 1.6875, 3.0, 4.6875, 6.75, 9.1875, 12.0, 15.1875, 18.75, 22.6875, 27.0, 31.6875, 36.75, 42.1875, 48.0, 54.1875, 60.75, 67.6875, 75.0, 82.6875, 90.75, 99.1875, 108.0, 117.1875, 126.75, 136.6875, 147.0, 157.6875, 168.75, 180.1875, 192.0]","[1.5721408128738403, 1.5720551013946533, 1.577156662940979, 1.5844007730484009, 1.5740694999694824, 1.5637472867965698, 1.5307048559188843, 1.5199403762817383, 1.5007468461990356, 1.4959766864776611, 1.46531343460083, 1.4349366426467896, 1.4664890766143799, 1.4269087314605713, 1.3647836446762085, 1.382041335105896, 1.4275201559066772, 1.3146228790283203, 1.2195701599121094, 1.2899601459503174, 0.973834753036499, 0.9609771370887756, 1.3559831380844116, 0.9158661365509033, 0.6562535762786865, 1.026766300201416, 0.7766932845115662, 0.8495900630950928, -0.01964092254638672, -0.1866922378540039, 0.840153694152832, 0.26697731018066406, -0.5884594917297363]",17.31757354736328,116.40766906738281,-0.27251607179641724,116.40798805370146
194,0.0,1,0.0,0.0,0.0,"[0.0, 0.1875, 0.75, 1.6875, 3.0, 4.6875, 6.75, 9.1875, 12.0, 15.1875, 18.75, 22.6875, 27.0, 31.6875, 36.75, 42.1875, 48.0, 54.1875, 60.75, 67.6875, 75.0, 82.6875, 90.75, 99.1875, 108.0, 117.1875, 126.75, 136.6875, 147.0, 157.6875, 168.75, 180.1875, 192.0]","[-1.638387680053711, -1.6359806060791016, -1.6367368698120117, -1.638662576675415, -1.6392030715942383, -1.6384470462799072, -1.6427032947540283, -1.635986328125, -1.6402515172958374, -1.6236629486083984, -1.6299364566802979, -1.6238678693771362, -1.6527289152145386, -1.6881769895553589, -1.7442985773086548, -1.819493293762207, -1.9164396524429321, -1.9747382402420044, -2.108731269836426, -2.2491660118103027, -2.3529348373413086, -2.507962226867676, -2.6354005336761475, -2.7454123497009277, -2.844043731689453, -2.9698309898376465, -3.0206658840179443, -3.270942211151123, -3.4058444499969482, -3.363247871398926, -3.644942283630371, -3.686955451965332, -3.8263864517211914]","[0.0, 0.1875, 0.75, 1.6875, 3.0, 4.6875, 6.75, 9.1875, 12.0, 15.1875, 18.75, 22.6875, 27.0, 31.6875, 36.75, 42.1875, 48.0, 54.1875, 60.75, 67.6875, 75.0, 82.6875, 90.75, 99.1875, 108.0, 117.1875, 126.75, 136.6875, 147.0, 157.6875, 168.75, 180.1875, 192.0]","[1.5713105201721191, 1.5711908340454102, 1.5757516622543335, 1.5829216241836548, 1.5725764036178589, 1.5622018575668335, 1.528847575187683, 1.5174065828323364, 1.4979164600372314, 1.4923242330551147, 1.461179256439209, 1.430769681930542, 1.4605871438980103, 1.421287178993225, 1.3581842184066772, 1.3738807439804077, 1.4191243648529053, 1.307974100112915, 1.2101256847381592, 1.2823455333709717, 0.9626100063323975, 0.9498181343078613, 1.3387380838394165, 0.9032431840896606, 0.6371612548828125, 0.9943471550941467, 0.7465296387672424, 0.8091902732849121, -0.06161022186279297, -0.2328958511352539, 0.7714385986328125, 0.20142745971679688, -0.6967029571533203]",17.314592361450195,118.4959716796875,-0.25013887882232666,118.49623569452322
195,0.0,1,0.0,0.0,0.0,"[0.0, 0.1875, 0.75, 1.6875, 3.0, 4.6875, 6.75, 9.1875, 12.0, 15.1875, 18.75, 22.6875, 27.0, 31.6875, 36.75, 42.1875, 48.0, 54.1875, 60.75, 67.6875, 75.0, 82.6875, 90.75, 99.1875, 108.0, 117.1875, 126.75, 136.6875, 147.0, 157.6875, 168.75, 180.1875, 192.0]","[-1.638387680053711, -1.6359806060791016, -1.6367368698120117, -1.638662576675415, -1.6392030715942383, -1.6384470462799072, -1.6427032947540283, -1.635986328125, -1.6402515172958374, -1.6236629486083984, -1.6299364566802979, -1.6238678693771362, -1.6527289152145386, -1.6881769895553589, -1.7442985773086548, -1.819493293762207, -1.9164396524429321, -1.9747382402420044, -2.108731269836426, -2.2491660118103027, -2.3529348373413086, -2.507962226867676, -2.6354005336761475, -2.7454123497009277, -2.844043731689453, -2.9698309898376465, -3.0206658840179443, -3.270942211151123, -3.4058444499969482, -3.363247871398926, -3.644942283630371, -3.686955451965332, -3.8263864517211914]","[0.0, 0.1875, 0.75, 1.6875, 3.0, 4.6875, 6.75, 9.1875, 12.0, 15.1875, 18.75, 22.6875, 27.0, 31.6875, 36.75, 42.1875, 48.0, 54.1875, 60.75, 67.6875, 75.0, 82.6875, 90.75, 99.1875, 108.0, 117.1875, 126.75, 136.6875, 147.0, 157.6875, 168.75, 180.1875, 192.0]","[1.5713105201721191, 1.5711908340454102, 1.5757516622543335, 1.5829216241836548, 1.5725764036178589, 1.5622018575668335, 1.528847575187683, 1.5174065828323364, 1.4979164600372314, 1.4923242330551147, 1.461179256439209, 1.430769681930542, 1.4605871438980103, 1.421287178993225, 1.3581842184066772, 1.3738807439804077, 1.4191243648529053, 1.307974100112915, 1.2101256847381592, 1.2823455333709717, 0.9626100063323975, 0.9498181343078613, 1.3387380838394165, 0.9032431840896606, 0.6371612548828125, 0.9943471550941467, 0.7465296387672424, 0.8091902732849121, -0.06161022186279297, -0.2328958511352539, 0.7714385986328125, 0.20142745971679688, -0.6967029571533203]",17.314592361450195,118.4959716796875,-0.25013887882232666,118.49623569452322
196,0.0,1,0.0,0.0,0.0,"[0.0, 0.1875, 0.75, 1.6875, 3.0, 4.6875, 6.75, 9.1875, 12.0, 15.1875, 18.75, 22.6875, 27.0, 31.6875, 36.75, 42.1875, 48.0, 54.1875, 60.75, 67.6875, 75.0, 82.6875, 90.75, 99.1875, 108.0, 117.1875, 126.75, 136.6875, 147.0, 157.6875, 168.75, 180.1875, 192.0]","[-1.638387680053711, -1.6359806060791016, -1.6367368698120117, -1.638662576675415, -1.6392030715942383, -1.6384470462799072, -1.6427032947540283, -1.635986328125, -1.6402515172958374, -1.6236629486083984, -1.6299364566802979, -1.6238678693771362, -1.6527289152145386, -1.6881769895553589, -1.7442985773086548, -1.819493293762207, -1.9164396524429321, -1.9747382402420044, -2.108731269836426, -2.2491660118103027, -2.3529348373413086, -2.507962226867676, -2.6354005336761475, -2.7454123497009277, -2.844043731689453, -2.9698309898376465, -3.0206658840179443, -3.270942211151123, -3.4058444499969482, -3.363247871398926, -3.644942283630371, -3.686955451965332, -3.8263864517211914]","[0.0, 0.1875, 0.75, 1.6875, 3.0, 4.6875, 6.75, 9.1875, 12.0, 15.1875, 18.75, 22.6875, 27.0, 31.6875, 36.75, 42.1875, 48.0, 54.1875, 60.75, 67.6875, 75.0, 82.6875, 90.75, 99.1875, 108.0, 117.1875, 126.75, 136.6875, 147.0, 157.6875, 168.75, 180.1875, 192.0]","[1.5713105201721191, 1.5711908340454102, 1.5757516622543335, 1.5829216241836548, 1.5725764036178589, 1.5622018575668335, 1.528847575187683, 1.5174065828323364, 1.4979164600372314, 1.4923242330551147, 1.461179256439209, 1.430769681930542, 1.4605871438980103, 1.421287178993225, 1.3581842184066772, 1.3738807439804077, 1.4191243648529053, 1.307974100112915, 1.2101256847381592, 1.2823455333709717, 0.9626100063323975, 0.9498181343078613, 1.3387380838394165, 0.9032431840896606, 0.6371612548828125, 0.9943471550941467, 0.7465296387672424, 0.8091902732849121, -0.06161022186279297, -0.2328958511352539, 0.7714385986328125, 0.20142745971679688, -0.6967029571533203]",17.314592361450195,118.4959716796875,-0.25013887882232666,118.49623569452322
197,0.0,1,0.0,0.0,0.0,"[0.0, 0.1875, 0.75, 1.6875, 3.0, 4.6875, 6.75, 9.1875, 12.0, 15.1875, 18.75, 22.6875, 27.0, 31.6875, 36.75, 42.1875, 48.0, 54.1875, 60.75, 67.6875, 75.0, 82.6875, 90.75, 99.1875, 108.0, 117.1875, 126.75, 136.6875, 147.0, 157.6875, 168.75, 180.1875, 192.0]","[-1.638387680053711, -1.6359806060791016, -1.6367368698120117, -1.638662576675415, -1.6392030715942383, -1.6384470462799072, -1.6427032947540283, -1.635986328125, -1.6402515172958374, -1.6236629486083984, -1.6299364566802979, -1.6238678693771362, -1.6527289152145386, -1.6881769895553589, -1.7442985773086548, -1.819493293762207, -1.9164396524429321, -1.9747382402420044, -2.108731269836426, -2.2491660118103027, -2.3529348373413086, -2.507962226867676, -2.6354005336761475, -2.7454123497009277, -2.844043731689453, -2.9698309898376465, -3.0206658840179443, -3.270942211151123, -3.4058444499969482, -3.363247871398926, -3.644942283630371, -3.686955451965332, -3.8263864517211914]","[0.0, 0.1875, 0.75, 1.6875, 3.0, 4.6875, 6.75, 9.1875, 12.0, 15.1875, 18.75, 22.6875, 27.0, 31.6875, 36.75, 42.1875, 48.0, 54.1875, 60.75, 67.6875, 75.0, 82.6875, 90.75, 99.1875, 108.0, 117.1875, 126.75, 136.6875, 147.0, 157.6875, 168.75, 180.1875, 192.0]","[1.5713105201721191, 1.5711908340454102, 1.5757516622543335, 1.5829216241836548, 1.5725764036178589, 1.5622018575668335, 1.528847575187683, 1.5174065828323364, 1.4979164600372314, 1.4923242330551147, 1.461179256439209, 1.430769681930542, 1.4605871438980103, 1.421287178993225, 1.3581842184066772, 1.3738807439804077, 1.4191243648529053, 1.307974100112915, 1.2101256847381592, 1.2823455333709717, 0.9626100063323975, 0.9498181343078613, 1.3387380838394165, 0.9032431840896606, 0.6371612548828125, 0.9943471550941467, 0.7465296387672424, 0.8091902732849121, -0.06161022186279297, -0.2328958511352539, 0.7714385986328125, 0.20142745971679688, -0.6967029571533203]",17.314592361450195,118.4959716796875,-0.25013887882232666,118.49623569452322
198,0.0,1,0.0,0.0,0.0,"[0.0, 0.1875, 0.75, 1.6875, 3.0, 4.6875, 6.75, 9.1875, 12.0, 15.1875, 18.75, 22.6875, 27.0, 31.6875, 36.75, 42.1875, 48.0, 54.1875, 60.75, 67.6875, 75.0, 82.6875, 90.75, 99.1875, 108.0, 117.1875, 126.75, 136.6875, 147.0, 157.6875, 168.75, 180.1875, 192.0]","[-1.638387680053711, -1.6359806060791016, -1.6367368698120117, -1.638662576675415, -1.6392030715942383, -1.6384470462799072, -1.6427032947540283, -1.635986328125, -1.6402515172958374, -1.6236629486083984, -1.6299364566802979, -1.6238678693771362, -1.6527289152145386, -1.6881769895553589, -1.7442985773086548, -1.819493293762207, -1.9164396524429321, -1.9747382402420044, -2.108731269836426, -2.2491660118103027, -2.3529348373413086, -2.507962226867676, -2.6354005336761475, -2.7454123497009277, -2.844043731689453, -2.9698309898376465, -3.0206658840179443, -3.270942211151123, -3.4058444499969482, -3.363247871398926, -3.644942283630371, -3.686955451965332, -3.8263864517211914]","[0.0, 0.1875, 0.75, 1.6875, 3.0, 4.6875, 6.75, 9.1875, 12.0, 15.1875, 18.75, 22.6875, 27.0, 31.6875, 36.75, 42.1875, 48.0, 54.1875, 60.75, 67.6875, 75.0, 82.6875, 90.75, 99.1875, 108.0, 117.1875, 126.75, 136.6875, 147.0, 157.6875, 168.75, 180.1875, 192.0]","[1.5713105201721191, 1.5711908340454102, 1.5757516622543335, 1.5829216241836548, 1.5725764036178589, 1.5622018575668335, 1.528847575187683, 1.5174065828323364, 1.4979164600372314, 1.4923242330551147, 1.461179256439209, 1.430769681930542, 1.4605871438980103, 1.421287178993225, 1.3581842184066772, 1.3738807439804077, 1.4191243648529053, 1.307974100112915, 1.2101256847381592, 1.2823455333709717, 0.9626100063323975, 0.9498181343078613, 1.3387380838394165, 0.9032431840896606, 0.6371612548828125, 0.9943471550941467, 0.7465296387672424, 0.8091902732849121, -0.06161022186279297, -0.2328958511352539, 0.7714385986328125, 0.20142745971679688, -0.6967029571533203]",17.314592361450195,118.4959716796875,-0.25013887882232666,118.49623569452322
199,0.0,1,0.0,0.0,0.0,"[0.0, 0.1875, 0.75, 1.6875, 3.0, 4.6875, 6.75, 9.1875, 12.0, 15.1875, 18.75, 22.6875, 27.0, 31.6875, 36.75, 42.1875, 48.0, 54.1875, 60.75, 67.6875, 75.0, 82.6875, 90.75, 99.1875, 108.0, 117.1875, 126.75, 136.6875, 147.0, 157.6875, 168.75, 180.1875, 192.0]","[-1.638387680053711, -1.6359806060791016, -1.6367368698120117, -1.638662576675415, -1.6392030715942383, -1.6384470462799072, -1.6427032947540283, -1.635986328125, -1.6402515172958374, -1.6236629486083984, -1.6299364566802979, -1.6238678693771362, -1.6527289152145386, -1.6881769895553589, -1.7442985773086548, -1.819493293762207, -1.9164396524429321, -1.9747382402420044, -2.108731269836426, -2.2491660118103027, -2.3529348373413086, -2.507962226867676, -2.6354005336761475, -2.7454123497009277, -2.844043731689453, -2.9698309898376465, -3.0206658840179443, -3.270942211151123, -3.4058444499969482, -3.363247871398926, -3.644942283630371, -3.686955451965332, -3.8263864517211914]","[0.0, 0.1875, 0.75, 1.6875, 3.0, 4.6875, 6.75, 9.1875, 12.0, 15.1875, 18.75, 22.6875, 27.0, 31.6875, 36.75, 42.1875, 48.0, 54.1875, 60.75, 67.6875, 75.0, 82.6875, 90.75, 99.1875, 108.0, 117.1875, 126.75, 136.6875, 147.0, 157.6875, 168.75, 180.1875, 192.0]","[1.5713105201721191, 1.5711908340454102, 1.5757516622543335, 1.5829216241836548, 1.5725764036178589, 1.5622018575668335, 1.528847575187683, 1.5174065828323364, 1.4979164600372314, 1.4923242330551147, 1.461179256439209, 1.430769681930542, 1.4605871438980103, 1.421287178993225, 1.3581842184066772, 1.3738807439804077, 1.4191243648529053, 1.307974100112915, 1.2101256847381592, 1.2823455333709717, 0.9626100063323975, 0.9498181343078613, 1.3387380838394165, 0.9032431840896606, 0.6371612548828125, 0.9943471550941467, 0.7465296387672424, 0.8091902732849121, -0.06161022186279297, -0.2328958511352539, 0.7714385986328125, 0.20142745971679688, -0.6967029571533203]",17.314592361450195,118.4959716796875,-0.25013887882232666,118.49623569452322
